4.4	8
6.6	8
8.8	8
11	8
13.2	8
15.3	8
17.5	8
19.7	8
21.9	8
24	8
26.2	8
28.4	8
30.6	8
32.7	8
34.9	8
37.1	8
39.2	8
41.3	8
43.4	8
45.5	8
47.7	8
49.8	8
51.9	8
54.1	8
56.3	8
58.4	8
60.4	8
62.6	8
64.8	8
67	8
69.2	8
71.4	8
73.6	8
75.8	8
78	8
80.2	8
82.4	8
84.6	8
86.8	8
89	8
91.2	8
93.4	8
95.6	8
97.8	8
2.2	9
4.4	9
6.6	9
8.8	9
11	9
13.2	9
15.4	9
17.6	9
19.8	9
22	9
24.2	9
26.3	9
28.5	9
30.7	9
32.9	9
35.1	9
37.3	9
39.5	9
41.7	9
43.8	9
45.9	9
48.1	9
50.3	9
52.5	9
54.7	9
56.8	9
58.9	9
61.1	9
63.2	9
65.4	9
67.6	9
69.8	9
72	9
74.1	9
76.3	9
78.5	9
80.7	9
82.8	9
85	9
87.1	9
89.3	9
91.4	9
93.5	9
95.7	9
97.9	9
2.2	10
4.3	10
6.5	10
8.7	10
10.9	10
13.1	10
15.3	10
17.5	10
19.7	10
21.9	10
24.1	10
26.2	10
28.4	10
30.6	10
32.8	10
35	10
37.1	10
39.2	10
41.4	10
43.6	10
45.7	10
47.8	10
50	10
52.2	10
54.4	10
56.6	10
58.8	10
61	10
63.2	10
65.4	10
67.6	10
69.7	10
71.9	10
74.1	10
76.3	10
78.5	10
80.6	10
82.8	10
84.9	10
87.1	10
89.3	10
91.5	10
93.7	10
95.8	10
98	10
2.2	11
4.4	11
6.5	11
8.7	11
10.9	11
13.1	11
15.2	11
17.4	11
19.6	11
21.8	11
24	11
26.2	11
28.4	11
30.6	11
32.8	11
35	11
37.2	11
39.3	11
41.5	11
43.7	11
45.9	11
48.1	11
50.3	11
52.5	11
54.7	11
56.6	11
58.7	11
60.8	11
63	11
65.1	11
67.2	11
69.4	11
71.6	11
73.8	11
76	11
78.2	11
80.3	11
82.3	11
84.5	11
86.6	11
88.7	11
90.9	11
93.1	11
95.2	11
97.4	11
99.6	11
